detuning,normalized_shg_proxy_Q_20,normalized_shg_proxy_Q_50,normalized_shg_proxy_Q_100,normalized_shg_proxy_Q_200
-0.06845691382765531,0.013847968517349776,0.00043673147090151753,2.821512638335256e-05,1.7885365811100393e-06
-0.06813627254509018,0.014079205597903507,0.0004448351386368183,2.8747117215243602e-05,1.8223957482154449e-06
-0.06781563126252504,0.014315156304392436,0.00045312680607002874,2.929169170171378e-05,1.857059742905542e-06
-0.06749498997995992,0.014555932930523215,0.00046161170763176954,2.9849208320721796e-05,1.8925516250463594e-06
-0.06717434869739479,0.01480165079722155,0.0004702952477851472,3.0420037507646007e-05,1.928895228808099e-06
-0.06685370741482966,0.015052428342531935,0.0004791830073371671,3.100456211276922e-05,1.9661151925134982e-06
-0.06653306613226453,0.01530838721438433,0.00048828075001363313,3.1603177878526885e-05,2.0042369897865133e-06
-0.0662124248496994,0.015569652366322208,0.0004975944293097325,3.221629393746921e-05,2.043286962064574e-06
-0.06589178356713427,0.01583635215629099,0.0005071301956291513,3.284433333194052e-05,2.083292352540991e-06
-0.06557114228456914,0.016108618448588227,0.0005168944037252061,3.348773355653197e-05,2.1242813416078034e-06
-0.06525050100200401,0.016386586719080682,0.0005268936204582,3.4146947124420506e-05,2.1662830838730517e-06
-0.06492985971943888,0.016670396163796907,0.0005371346328838927,3.482244215876688e-05,2.209327746830555e-06
-0.06460921843687376,0.01696018981100697,0.000547624456688811,3.5514703010409434e-05,2.253446551264565e-06
-0.06428857715430862,0.01725611463690556,0.0005583703449888852,3.622423090315763e-05,2.2986718134761946e-06
-0.06396793587174349,0.017558321685017343,0.0005693797975088082,3.6951544608060085e-05,2.345036989423238e-06
-0.06364729458917835,0.017866966189448344,0.0005806605701603832,3.7697181148099195e-05,2.3925767208702794e-06
-0.06332665330661323,0.01818220770211034,0.000592220685039143,3.846169653484197e-05,2.4413268836512345e-06
-0.0630060120240481,0.018504210224049657,0.0006040684408594863,3.924566653866492e-05,2.4913246381523033e-06
-0.06268537074148296,0.01883314234101598,0.0006162124238497028,4.0049687494258275e-05,2.54260848212937e-06
-0.062364729458917835,0.01916917736341071,0.0006286615191293812,4.087437714321229e-05,2.595218305980357e-06
-0.06204408817635271,0.019512493470759663,0.0006414249225929052,4.172037551559013e-05,2.64919545060001e-06
-0.06172344689378757,0.01986327386085789,0.0006545121533240233,4.2588345852497885e-05,2.7045827679517328e-06
-0.061402805611222445,0.02022170690374083,0.0006679330665678257,4.3478975571779366e-05,2.7614246844989597e-06
-0.06108216432865732,0.020587986300639398,0.000681697867287927,4.439297727908405e-05,2.8197672676469265e-06
-0.06076152304609218,0.02096231124808171,0.0006958171243381175,4.533108982668409e-05,2.879658295354162e-06
-0.06044088176352705,0.02134488660730954,0.0007103017852794197,4.6294079422558944e-05,2.941147329082731e-06
-0.06012024048096193,0.021735923079182196,0.0007251631918751442,4.728274079240561e-05,3.004285790265946e-06
-0.059799599198396794,0.022135637384745617,0.0007404130962983864,4.829789839739431e-05,3.0691270404830055e-06
-0.05947895791583166,0.02254425245165,0.0007560636780882774,4.934040771065153e-05,3.1357264655411643e-06
-0.05915831663326653,0.02296199760660435,0.0007721275618934069,5.041115655562891e-05,3.204141563678161e-06
-0.058837675350701404,0.023389108774061692,0.0007886178360429232,5.151106650970625e-05,3.274432038110407e-06
-0.05851703406813627,0.023825828681334378,0.0008055480719881574,5.264109437657304e-05,3.3466598941659897e-06
-0.05819639278557114,0.024272407070344428,0.000822932344660026,5.380223373114998e-05,3.4208895412561896e-06
-0.057875751503006015,0.024729100916219115,0.000840785253790067,5.4995516541035915e-05,3.4971878999547527e-06
-0.05755511022044088,0.02519617465294824,0.0008591219462456917,5.622201486870809e-05,3.575624514470578e-06
-0.057234468937875746,0.025673900406324734,0.0008779581394331617,5.748284265896351e-05,3.656271670817304e-06
-0.056913827655310625,0.026162558234396182,0.0008973101458248874,5.8779157616361126e-05,3.7392045210020794e-06
-0.05659318637274549,0.02666243637566094,0.0009171948986709595,6.0112163177722084e-05,3.824501213575989e-06
-0.056272545090180356,0.027173831505247558,0.0009376299789582842,6.14831105850549e-05,3.912243030910101e-06
-0.05595190380761523,0.027697048999322686,0.0009586336436844715,6.289330106461052e-05,4.002514533584252e-06
-0.0556312625250501,0.02823240320797814,0.0009802248555175303,6.434408811812948e-05,4.095403712300212e-06
-0.05531062124248497,0.028780217736853162,0.0010024233139166899,6.583687993272316e-05,4.191002147757195e-06
-0.05498997995991984,0.029340825737754102,0.0010252494877941234,6.737314191624226e-05,4.289405178956086e-06
-0.05466933867735471,0.029914570208538948,0.0010487246498021327,6.895439936542446e-05,4.390712080428643e-06
